2020-09-28T20:00:46.053806,Ethernet0/3,0,366
2020-09-28T20:00:51.591088,Ethernet0/3,0,366
2020-09-28T20:00:57.144435,Ethernet0/3,0,366
2020-09-28T20:01:02.707659,Ethernet0/3,0,366
2020-09-28T20:01:08.249105,Ethernet0/3,0,366
2020-09-28T20:01:13.816052,Ethernet0/3,0,366
2020-09-28T20:01:19.391598,Ethernet0/3,0,366
2020-09-28T20:01:24.975754,Ethernet0/3,0,366
2020-09-28T20:01:30.495944,Ethernet0/3,0,366
2020-09-28T20:01:36.087660,Ethernet0/3,0,366
2020-09-28T20:01:41.613993,Ethernet0/3,0,366
2020-09-28T20:01:47.133882,Ethernet0/3,0,366
2020-09-28T20:01:52.665817,Ethernet0/3,0,366
2020-09-28T20:01:58.287034,Ethernet0/3,0,366
2020-09-28T20:02:03.804776,Ethernet0/3,0,366
2020-09-28T20:02:09.342923,Ethernet0/3,0,366
2020-09-28T20:02:14.930675,Ethernet0/3,0,366
2020-09-28T20:02:20.485056,Ethernet0/3,0,366
2020-09-28T20:02:26.021082,Ethernet0/3,0,366
2020-09-28T20:02:31.588923,Ethernet0/3,0,366
2020-09-28T20:02:37.111160,Ethernet0/3,0,366
2020-09-28T20:02:42.685837,Ethernet0/3,0,366
2020-09-28T20:02:48.239462,Ethernet0/3,0,366
2020-09-28T20:02:53.766186,Ethernet0/3,0,366
2020-09-28T20:02:59.314740,Ethernet0/3,0,366
2020-09-28T20:03:04.889921,Ethernet0/3,0,366
2020-09-28T20:03:10.436383,Ethernet0/3,0,366
2020-09-28T20:03:16.049086,Ethernet0/3,0,366
2020-09-28T20:03:21.589788,Ethernet0/3,0,366
2020-09-28T20:03:27.189978,Ethernet0/3,0,366
2020-09-28T20:03:32.740582,Ethernet0/3,0,366
2020-09-28T20:03:38.306895,Ethernet0/3,0,366
2020-09-28T20:03:43.853421,Ethernet0/3,0,366
2020-09-28T20:03:49.423047,Ethernet0/3,0,366
2020-09-28T20:03:54.977934,Ethernet0/3,0,366
2020-09-28T20:04:00.563847,Ethernet0/3,0,366
2020-09-28T20:04:06.090386,Ethernet0/3,0,366
2020-09-28T20:04:11.611293,Ethernet0/3,0,366
2020-09-28T20:04:17.173702,Ethernet0/3,0,366
2020-09-28T20:04:22.711635,Ethernet0/3,0,366
2020-09-28T20:04:28.290565,Ethernet0/3,0,366
2020-09-28T20:04:33.820441,Ethernet0/3,0,366
2020-09-28T20:04:39.341063,Ethernet0/3,0,366
2020-09-28T20:04:44.858634,Ethernet0/3,0,366
2020-09-28T20:04:50.395680,Ethernet0/3,0,366
2020-09-28T20:04:55.965463,Ethernet0/3,0,366
2020-09-28T20:05:01.482030,Ethernet0/3,0,366
2020-09-28T20:05:07.041044,Ethernet0/3,0,366
2020-09-28T20:05:12.628553,Ethernet0/3,0,366
2020-09-28T20:05:18.191998,Ethernet0/3,0,366
2020-09-28T20:05:23.778872,Ethernet0/3,0,366
2020-09-28T20:05:29.379732,Ethernet0/3,0,366
2020-09-28T20:05:34.921782,Ethernet0/3,0,366
2020-09-28T20:05:40.523131,Ethernet0/3,0,366
2020-09-28T20:05:46.088137,Ethernet0/3,0,366
2020-09-28T20:05:51.660793,Ethernet0/3,0,366
2020-09-28T20:05:57.227768,Ethernet0/3,0,366
2020-09-28T20:06:02.770587,Ethernet0/3,0,366
2020-09-28T20:06:08.359676,Ethernet0/3,0,366
2020-09-28T20:06:13.939120,Ethernet0/3,0,366
