2020-09-28T20:32:30.184312,Ethernet0/0,0,108498
2020-09-28T20:32:43.768801,Ethernet0/0,0,108498
2020-09-28T20:32:49.046515,Ethernet0/0,0,108498
2020-09-28T20:32:54.278397,Ethernet0/0,0,109242
2020-09-28T20:32:59.575738,Ethernet0/0,0,109242
2020-09-28T20:33:04.830971,Ethernet0/0,0,109242
2020-09-28T20:33:10.075870,Ethernet0/0,0,109242
2020-09-28T20:33:15.289753,Ethernet0/0,0,109242
2020-09-28T20:33:20.564825,Ethernet0/0,0,109986
2020-09-28T20:33:25.790324,Ethernet0/0,0,109986
2020-09-28T20:33:31.025199,Ethernet0/0,0,109986
2020-09-28T20:33:36.301805,Ethernet0/0,0,109986
2020-09-28T20:33:41.499905,Ethernet0/0,0,109986
2020-09-28T20:33:46.742035,Ethernet0/0,0,110730
2020-09-28T20:33:51.976644,Ethernet0/0,0,110730
2020-09-28T20:33:57.210465,Ethernet0/0,0,110730
2020-09-28T20:34:02.434344,Ethernet0/0,0,110730
2020-09-28T20:34:07.706581,Ethernet0/0,0,110730
2020-09-28T20:34:12.951409,Ethernet0/0,0,111474
2020-09-28T20:34:18.184911,Ethernet0/0,0,111474
2020-09-28T20:34:23.485318,Ethernet0/0,0,111474
2020-09-28T20:34:28.956592,Ethernet0/0,0,111474
2020-09-28T20:34:34.457661,Ethernet0/0,0,111474
2020-09-28T20:34:39.942491,Ethernet0/0,0,111474
2020-09-28T20:34:45.422027,Ethernet0/0,0,112218
2020-09-28T20:34:50.921957,Ethernet0/0,0,112218
2020-09-28T20:34:56.497504,Ethernet0/0,0,112218
2020-09-28T20:35:02.006369,Ethernet0/0,0,112218
2020-09-28T20:35:07.550010,Ethernet0/0,0,112218
2020-09-28T20:35:13.033244,Ethernet0/0,0,112962
2020-09-28T20:35:18.496777,Ethernet0/0,0,112962
2020-09-28T20:35:24.008057,Ethernet0/0,0,112962
2020-09-28T20:35:29.483779,Ethernet0/0,0,112962
2020-09-28T20:35:34.978712,Ethernet0/0,0,112962
2020-09-28T20:35:40.477403,Ethernet0/0,0,113706
2020-09-28T20:35:45.917221,Ethernet0/0,0,113706
2020-09-28T20:35:51.428718,Ethernet0/0,0,113706
2020-09-28T20:35:56.896186,Ethernet0/0,0,113706
2020-09-28T20:36:02.331021,Ethernet0/0,0,113706
2020-09-28T20:36:07.885923,Ethernet0/0,0,114450
2020-09-28T20:36:13.406241,Ethernet0/0,0,114450
2020-09-28T20:36:18.891921,Ethernet0/0,0,114450
2020-09-28T20:36:24.384272,Ethernet0/0,0,114450
2020-09-28T20:36:29.896386,Ethernet0/0,0,114450
2020-09-28T20:36:35.404330,Ethernet0/0,0,115194
2020-09-28T20:36:40.925942,Ethernet0/0,0,115194
2020-09-28T20:36:46.409773,Ethernet0/0,0,115194
2020-09-28T20:36:51.874258,Ethernet0/0,0,115194
2020-09-28T20:36:57.382828,Ethernet0/0,0,115194
2020-09-28T20:37:02.904536,Ethernet0/0,0,115938
2020-09-28T20:37:08.419287,Ethernet0/0,0,115938
2020-09-28T20:37:13.947326,Ethernet0/0,0,115938
2020-09-28T20:37:19.398075,Ethernet0/0,0,115938
2020-09-28T20:37:24.942762,Ethernet0/0,0,115938
2020-09-28T20:37:30.358381,Ethernet0/0,0,116682
2020-09-28T20:37:35.914828,Ethernet0/0,0,116682
2020-09-28T20:37:41.425543,Ethernet0/0,0,116682
2020-09-28T20:37:46.965749,Ethernet0/0,0,116682
2020-09-28T20:37:52.503571,Ethernet0/0,0,117426
2020-09-28T20:37:58.038778,Ethernet0/0,0,117426
2020-09-28T20:38:03.606502,Ethernet0/0,0,117426
